date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,day_of_week,weekend,hour,month,day,minute,lag_24,lag_48,lag_72,rolling_mean_12,rolling_std_24,temp_humidity,lag_1,lag_6,lag_12,rolling_mean_24
2016-01-12 16:00:00,30,0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.863333333333294,17.7,51.0,6.93333333333333,75.1333333333333,18.5285714285714,38.2535714285714,18.79,45.980833333333294,17.2,43.79,6.3,743.9,82.0,4.0,40.0,3.5,49.25476119387895,49.25476119387895,1,0,16,1,12,0,60.0,140.0,40.0,84.16666666666667,109.29285217356109,880.1790000000001,30.0,50.0,60.0,126.66666666666667
2016-01-12 16:10:00,40,0,20.1,43.73,19.1363636363636,42.65,19.89,44.7,19.533333333333296,42.79,17.7,51.06,6.72666666666667,75.3333333333333,18.4877777777778,38.1877777777778,18.78,45.8877777777778,17.2,43.73,6.3333333333333295,743.95,80.8333333333333,4.5,38.16666666666669,3.3,25.382091116625812,25.382091116625812,1,0,16,1,12,10,190.0,110.0,50.0,82.5,109.80136875153305,878.973,30.0,40.0,60.0,120.41666666666667
2016-01-12 16:20:00,50,0,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.6666666666667,51.0,6.52666666666667,73.76,18.39,38.027,18.7163636363636,45.81,17.2,43.6633333333333,6.36666666666667,744.0,79.6666666666667,5.0,36.33333333333329,3.1,34.139403933659196,34.139403933659196,1,0,16,1,12,20,220.0,90.0,40.0,81.66666666666667,108.57442515206534,875.5560000000002,40.0,40.0,60.0,113.33333333333333
2016-01-12 16:30:00,40,0,20.1,43.433333333333294,19.1,42.59,19.89,44.79,19.39,42.59,17.6,51.0,6.3333333333333295,73.5,18.375714285714295,38.0,18.7,45.79,17.2,43.53,6.4,744.0499999999998,78.5,5.5,34.5,2.9,30.077060882467777,30.077060882467777,1,0,16,1,12,30,170.0,60.0,40.0,54.166666666666664,108.86685792114687,873.0099999999993,50.0,30.0,370.0,107.91666666666667
2016-01-12 16:40:00,40,0,20.1,43.1633333333333,19.0375,42.53375,19.823333333333295,44.73,19.29,42.59,17.6,50.9666666666667,6.1233333333333295,75.7,18.242,37.9466666666667,18.7,45.7245454545455,17.1,43.4,6.43333333333333,744.1,77.3333333333333,6.0,32.66666666666669,2.7,11.943433887790889,11.943433887790889,1,0,16,1,12,40,390.0,60.0,40.0,40.833333333333336,91.49324834518454,867.5829999999994,40.0,30.0,200.0,93.33333333333333
2016-01-12 16:50:00,40,0,20.1,43.03,19.007692307692295,42.43,19.79,44.7,19.29,42.59,17.6,50.9,6.19,76.3666666666667,18.2,37.9,18.63125,45.711875,17.1,43.3266666666667,6.46666666666667,744.15,76.1666666666667,6.5,30.8333333333333,2.5,12.908296333625913,12.908296333625913,1,0,16,1,12,50,90.0,60.0,60.0,38.333333333333336,92.13942648531881,864.9030000000001,40.0,30.0,70.0,91.25
2016-01-12 17:00:00,60,0,20.066666666666695,42.83333333333329,19.0,42.4181818181818,19.79,44.7,19.26,42.56,17.6,50.9,6.15666666666667,76.8933333333333,18.1388888888889,37.9055555555556,18.6,45.79,17.1,43.26,6.5,744.2,75.0,7.0,29.0,2.3,36.46548116812482,36.46548116812482,1,0,17,1,12,0,60.0,50.0,50.0,39.166666666666664,92.13942648531881,859.5222222222226,40.0,30.0,50.0,91.25
2016-01-12 17:10:00,60,10,20.0,42.6725,19.0,42.433333333333294,19.79,44.6633333333333,19.2,42.56,17.6,50.9,6.09,77.56,18.1,37.945454545454496,18.6,45.808333333333294,17.1,43.2,6.31666666666667,744.283333333333,76.6666666666667,7.0,30.8333333333333,2.43333333333333,22.62854157015681,22.62854157015681,1,0,17,1,12,10,290.0,60.0,50.0,40.833333333333336,81.96853408296465,853.45,60.0,40.0,40.0,81.66666666666667
2016-01-12 17:20:00,210,20,20.0,42.53,18.99,42.4718181818182,19.79,44.59,19.2,42.6266666666667,17.6,50.79,6.09,77.995,18.1,38.045,18.6,45.9,17.1,43.145,6.133333333333329,744.366666666667,78.3333333333333,7.0,32.66666666666669,2.56666666666667,8.756338420789689,8.756338420789689,1,0,17,1,12,20,130.0,50.0,40.0,55.0,85.56716151909431,850.6,60.0,50.0,40.0,85.0
2016-01-12 17:30:00,380,20,20.033333333333296,43.4966666666667,18.9022222222222,42.58,19.823333333333295,44.59,19.2,42.76,17.6,50.73,6.06,78.7,18.0181818181818,38.0572727272727,18.5363636363636,46.0,17.1,43.0,5.95,744.45,80.0,7.0,34.5,2.7,37.33491348102689,37.33491348102689,1,0,17,1,12,30,140.0,30.0,40.0,84.16666666666667,104.25720702853735,871.3832222222212,210.0,40.0,30.0,95.0
2016-01-12 17:40:00,370,40,20.033333333333296,42.963333333333296,18.89,42.56,19.89,44.59,19.36,43.5666666666667,17.5333333333333,50.79,5.93333333333333,81.0333333333333,18.0,38.3441666666667,18.5,46.0,17.1,43.0,5.76666666666667,744.533333333333,81.6666666666667,7.0,36.33333333333329,2.8333333333333295,5.249382019974291,5.249382019974291,1,0,17,1,12,40,240.0,40.0,40.0,112.5,114.94721535922726,860.6987777777754,380.0,40.0,30.0,100.41666666666667
2016-01-12 17:50:00,230,30,20.0,43.16,18.89,42.7966666666667,19.89,44.59,19.6933333333333,43.9,17.6,50.79,5.52666666666667,82.8933333333333,18.066666666666695,38.9,18.5,46.1266666666667,17.0666666666667,42.93,5.5833333333333295,744.616666666667,83.3333333333333,7.0,38.16666666666669,2.9666666666666694,43.22724745143205,43.22724745143205,1,0,17,1,12,50,50.0,30.0,40.0,129.16666666666666,117.3615434631718,863.1999999999999,370.0,40.0,30.0,107.91666666666667
2016-01-12 18:00:00,80,40,20.0,43.9,18.8566666666667,43.4,19.79,44.4666666666667,20.163333333333295,43.83333333333329,17.6,50.745,5.26,83.4333333333333,18.1333333333333,39.3266666666667,18.5,46.33333333333329,17.0,42.863333333333294,5.4,744.7,85.0,7.0,40.0,3.1,30.73224858380854,30.73224858380854,1,0,18,1,12,0,60.0,260.0,50.0,133.33333333333334,117.07717632993759,878.0,230.0,60.0,30.0,108.75
2016-01-12 18:10:00,90,30,20.0,43.7,18.8566666666667,43.4666666666667,19.79,44.4666666666667,20.29,43.6266666666667,17.5,50.8266666666667,5.06,84.2566666666667,18.2,39.3266666666667,18.6,46.6266666666667,17.0333333333333,42.8266666666667,5.3,744.75,86.0,6.8333333333333295,40.0,3.15,27.85797694232315,27.85797694232315,1,0,18,1,12,10,60.0,500.0,70.0,137.5,116.69357867658279,874.0,80.0,60.0,40.0,110.0
2016-01-12 18:20:00,70,20,20.0,43.76,18.9266666666667,43.363333333333294,19.79,44.4,20.2,43.49,17.5,50.9,4.93333333333333,85.06333333333329,18.245,39.45,18.6666666666667,46.83333333333329,17.0333333333333,42.8266666666667,5.2,744.7999999999998,87.0,6.66666666666667,40.0,3.2,16.4388659526594,16.4388659526594,1,0,18,1,12,20,60.0,450.0,40.0,139.16666666666666,116.52501752904791,875.1999999999999,90.0,210.0,50.0,110.41666666666667
2016-01-12 18:30:00,40,10,20.033333333333296,44.0,19.0,43.29,19.79,44.4,20.2,43.09666666666671,17.5,51.0,4.93333333333333,86.4566666666667,18.2,39.26,18.7,47.0266666666667,17.0,42.7,5.1,744.85,88.0,6.5,40.0,3.25,22.656572272535414,22.656572272535414,1,0,18,1,12,30,370.0,50.0,30.0,139.16666666666666,103.27955589886442,881.466666666665,70.0,380.0,40.0,96.66666666666667
2016-01-12 18:40:00,40,0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51.0,5.0,87.66333333333331,18.2,39.1266666666667,18.76,46.9,17.0,42.76,5.0,744.9,89.0,6.3333333333333295,40.0,3.3,25.022048631217327,25.022048631217327,1,0,18,1,12,40,200.0,60.0,20.0,139.16666666666666,101.46749318827699,889.626,40.0,370.0,40.0,90.0
2016-01-12 18:50:00,30,0,20.1,44.2,19.245,43.245,19.89,44.3266666666667,19.963333333333296,42.59,17.5,51.09,4.9,88.6333333333333,18.1,39.09,18.7,46.7675,17.0,42.79,4.9,744.95,90.0,6.16666666666667,40.0,3.35,9.043318056501448,9.043318056501448,1,0,18,1,12,50,70.0,60.0,30.0,138.33333333333334,102.13659509681634,888.4200000000001,40.0,230.0,40.0,88.33333333333333
2016-01-12 19:00:00,50,0,20.1,44.1266666666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,745.0,91.0,6.0,40.0,3.4,26.481530140154064,26.481530140154064,1,0,19,1,12,0,50.0,50.0,40.0,137.5,102.13659509681634,886.9460000000007,30.0,80.0,60.0,88.33333333333333
2016-01-12 19:10:00,50,0,20.1,44.06,19.37,42.92,19.79,44.09,19.8566666666667,42.56,17.5,51.0,4.86666666666667,90.2266666666667,18.066666666666695,39.06,18.6,46.5,17.0,42.79,4.75,745.033333333333,91.3333333333333,6.16666666666667,40.0,3.4,3.763787285424769,3.763787285424769,1,0,19,1,12,10,40.0,50.0,50.0,136.66666666666666,101.95107522302267,885.6060000000001,50.0,90.0,60.0,88.75
2016-01-12 19:20:00,60,0,20.1,44.0,19.39,42.9,19.79,44.1266666666667,19.79,42.5,17.5,51.0,4.86666666666667,90.8933333333333,18.0,39.0,18.533333333333296,46.56,16.9266666666667,42.79,4.7,745.0666666666668,91.6666666666667,6.3333333333333295,40.0,3.4,13.887796632479876,13.887796632479876,1,0,19,1,12,20,40.0,50.0,60.0,124.16666666666667,101.61646420291075,884.4000000000001,50.0,70.0,210.0,89.58333333333333
2016-01-12 19:30:00,50,0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51.0,4.93333333333333,91.4,17.9633333333333,39.0,18.5,46.9,16.89,42.79,4.65,745.1,92.0,6.5,40.0,3.4,10.63497596187517,10.63497596187517,1,0,19,1,12,30,30.0,60.0,60.0,96.66666666666667,101.18769329993796,882.39,60.0,40.0,380.0,90.41666666666667
2016-01-12 19:40:00,60,0,20.1,43.8266666666667,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51.0,4.93333333333333,91.26,17.89,39.0,18.5,47.1266666666667,16.9633333333333,42.863333333333294,4.6,745.1333333333331,92.3333333333333,6.66666666666667,40.0,3.4,14.239524048753083,14.239524048753083,1,0,19,1,12,40,30.0,60.0,70.0,70.83333333333333,100.59244792582662,880.9160000000008,50.0,40.0,370.0,91.66666666666667
2016-01-12 19:50:00,60,0,20.033333333333296,43.73,19.39,42.6633333333333,19.79,44.2,19.6666666666667,42.56,17.5,50.9666666666667,4.62666666666667,90.96333333333328,17.89,39.0,18.5,47.26,16.89,42.9,4.55,745.1666666666669,92.6666666666667,6.8333333333333295,40.0,3.4,44.75470514735207,44.75470514735207,1,0,19,1,12,50,30.0,60.0,60.0,56.666666666666664,99.97735250791925,876.057666666665,60.0,30.0,230.0,92.91666666666667
2016-01-12 20:00:00,60,0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39.0,18.5,47.3266666666667,16.89,42.9,4.5,745.2,93.0,7.0,40.0,3.4,22.311766166239977,22.311766166239977,1,0,20,1,12,0,30.0,60.0,140.0,55.0,99.34203833075975,878.973,60.0,50.0,80.0,94.16666666666667
2016-01-12 20:10:00,50,0,20.066666666666695,43.49,19.3566666666667,42.5,19.79,44.29,19.6,42.5,17.5,50.863333333333294,4.36666666666667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.53333333333333,745.3166666666668,92.6666666666667,6.8333333333333295,40.0,3.4,38.99924448924139,38.99924448924139,1,0,20,1,12,10,40.0,190.0,110.0,51.666666666666664,99.12570704464832,872.6993333333346,60.0,50.0,90.0,94.58333333333333
2016-01-12 20:20:00,50,0,20.0,43.29,19.29,42.433333333333294,19.79,44.29,19.533333333333296,42.5,17.5,50.79,4.53,93.19,17.79,38.9,18.39,47.4,16.89,42.9,4.56666666666667,745.4333333333329,92.3333333333333,6.66666666666667,40.0,3.4,44.03095174347982,44.03095174347982,1,0,20,1,12,20,50.0,220.0,90.0,50.0,99.12570704464832,865.8,50.0,60.0,70.0,94.58333333333333
2016-01-12 20:30:00,50,0,20.0,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79,4.59,93.19,17.79,38.9,18.39,47.4,16.89,42.845,4.6,745.5499999999998,92.0,6.5,40.0,3.4,20.656210475135595,20.656210475135595,1,0,20,1,12,30,40.0,170.0,60.0,50.833333333333336,98.90707100936801,862.9000000000001,50.0,50.0,40.0,95.0
2016-01-12 20:40:00,50,0,20.0,43.06,19.26,42.4666666666667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.9666666666667,18.39,47.4,16.89,42.8266666666667,4.633333333333329,745.6666666666669,91.6666666666667,6.3333333333333295,40.0,3.4,3.190424025524408,3.190424025524408,1,0,20,1,12,40,40.0,390.0,60.0,51.666666666666664,98.6861149066185,861.2,50.0,60.0,40.0,95.41666666666667
2016-01-12 20:50:00,50,0,19.9266666666667,43.0,19.2,42.4,19.79,44.29,19.463333333333296,42.4666666666667,17.39,50.59,4.36666666666667,92.93333333333328,17.79,39.0,18.39,47.4,16.89,42.9,4.66666666666667,745.783333333333,91.3333333333333,6.16666666666667,40.0,3.4,16.774374584201723,16.774374584201723,1,0,20,1,12,50,40.0,90.0,60.0,53.333333333333336,98.46282311731609,856.8466666666682,50.0,60.0,30.0,95.83333333333333
2016-01-12 21:00:00,60,0,19.89,42.863333333333294,19.2,42.3266666666667,19.79,44.29,19.39,42.4,17.39,50.53,4.263333333333329,93.3666666666667,17.73,39.0,18.39,47.4,16.89,42.9,4.7,745.9,91.0,6.0,40.0,3.4,36.18629733100533,36.18629733100533,1,0,21,1,12,0,60.0,60.0,50.0,54.166666666666664,98.46282311731609,852.5516999999993,50.0,60.0,50.0,95.83333333333333
2016-01-12 21:10:00,60,0,19.89,42.79,19.2,42.3266666666667,19.79,44.26,19.39,42.433333333333294,17.39,50.5,4.263333333333329,93.8933333333333,17.7,39.0,18.39,47.3266666666667,16.89,42.9,4.8,745.95,90.5,6.16666666666667,38.16666666666669,3.41666666666667,16.880766674876213,16.880766674876213,1,0,21,1,12,10,60.0,290.0,60.0,55.0,98.46282311731609,851.0931,60.0,50.0,50.0,95.83333333333333
2016-01-12 21:20:00,40,0,19.89,42.7,19.1,42.363333333333294,19.79,44.2,19.323333333333295,42.5,17.39,50.4666666666667,4.4,94.26333333333329,17.7,39.0,18.29,47.29,16.89,42.9,4.9,746.0,90.0,6.3333333333333295,36.33333333333329,3.43333333333333,31.520706124138087,31.520706124138087,1,0,21,1,12,20,210.0,130.0,50.0,53.333333333333336,95.97610662804703,849.3030000000001,60.0,50.0,60.0,88.75
2016-01-12 21:30:00,30,0,19.823333333333295,42.6266666666667,19.1,42.29,19.79,44.1633333333333,19.29,42.5,17.39,50.4,4.46666666666667,94.3966666666667,17.7,39.0,18.29,47.29,16.89,42.8266666666667,5.0,746.0499999999998,89.5,6.5,34.5,3.45,42.03072770033032,42.03072770033032,1,0,21,1,12,30,380.0,140.0,30.0,51.666666666666664,73.83393038002453,845.0026222222212,40.0,50.0,50.0,74.16666666666667
2016-01-12 21:40:00,30,20,19.79,42.59,19.0444444444444,42.24,19.73,44.09,19.29,42.5,17.39,50.4,4.6233333333333295,94.4,17.625,38.925,18.29,47.29,16.79,42.79,5.1,746.1,89.0,6.66666666666667,32.66666666666669,3.4666666666666694,42.80658323550597,42.80658323550597,1,0,21,1,12,40,370.0,240.0,40.0,49.166666666666664,39.00947488027454,842.8561000000001,30.0,50.0,60.0,60.0
2016-01-12 21:50:00,30,10,19.79,42.723333333333294,19.0,42.0563636363636,19.7,44.0,19.29,42.69,17.39,50.3266666666667,4.69,94.26,17.7245454545455,39.32727272727271,18.29,47.4816666666667,16.79,42.79,5.2,746.15,88.5,6.8333333333333295,30.8333333333333,3.4833333333333294,19.56796405138448,19.56796405138448,1,0,21,1,12,50,230.0,50.0,30.0,46.666666666666664,15.227739752537174,845.4947666666659,30.0,50.0,60.0,51.666666666666664
2016-01-12 22:00:00,40,0,19.76,42.76,19.0,41.8866666666667,19.7,44.06,19.29,42.73,17.39,50.29,4.8333333333333295,94.3966666666667,17.78,39.6894444444444,18.362727272727305,47.705454545454494,16.89,43.1966666666667,5.3,746.2,88.0,7.0,29.0,3.5,19.024694280233238,19.024694280233238,1,0,22,1,12,0,80.0,60.0,260.0,45.0,14.14213562373046,844.9376,30.0,60.0,60.0,50.0
2016-01-12 22:10:00,50,10,19.7,42.7,19.0,41.988333333333294,19.7,44.1266666666667,19.23,42.79,17.39,50.29,4.96666666666667,94.59,17.8066666666667,40.1961111111111,18.479375,48.3425,16.89,43.7966666666667,5.3333333333333295,746.266666666667,87.3333333333333,6.8333333333333295,30.8333333333333,3.4,44.77227129973471,44.77227129973471,1,0,22,1,12,10,90.0,60.0,500.0,45.0,11.293194051464978,841.19,40.0,60.0,50.0,48.333333333333336
2016-01-12 22:20:00,50,0,19.7,42.7,19.0,42.064285714285695,19.7,44.2,19.2,43.0,17.39,50.3266666666667,5.09,94.6266666666667,17.8566666666667,40.6922222222222,18.5588235294118,48.8417647058824,16.89,44.19333333333329,5.36666666666667,746.3333333333329,86.6666666666667,6.66666666666667,32.66666666666669,3.3,32.215788145549595,32.215788145549595,1,0,22,1,12,20,70.0,60.0,450.0,45.0,10.320936930842114,841.19,50.0,40.0,50.0,47.5
2016-01-12 22:30:00,50,0,19.6333333333333,42.6266666666667,18.910625,42.2525,19.73,44.29,19.2,43.1333333333333,17.39,50.4666666666667,5.09,94.29333333333328,17.89,40.9377777777778,18.6,49.3227272727273,16.89,44.66,5.4,746.4,86.0,6.5,34.5,3.2,37.053932435810566,37.053932435810566,1,0,22,1,12,30,40.0,370.0,50.0,45.0,10.206207261595885,836.9035555555548,50.0,30.0,50.0,47.916666666666664
2016-01-12 22:40:00,40,0,19.6666666666667,43.0,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.63333333333328,17.84,41.085,18.6,49.664375,16.9266666666667,45.09666666666671,5.43333333333333,746.466666666667,85.3333333333333,6.3333333333333295,36.33333333333329,3.1,30.265172326471657,30.265172326471657,1,0,22,1,12,40,40.0,200.0,60.0,44.166666666666664,10.206207261595885,845.6666666666681,50.0,30.0,50.0,47.916666666666664
2016-01-12 22:50:00,50,0,19.6,43.0,18.89,42.5,19.79,44.433333333333294,19.2,43.363333333333294,17.39,50.6633333333333,5.2725,92.47,17.8445454545455,41.2736363636364,18.6,50.0590909090909,16.9266666666667,45.43,5.46666666666667,746.533333333333,84.6666666666667,6.16666666666667,38.16666666666669,3.0,45.154080574866384,45.154080574866384,1,0,22,1,12,50,30.0,70.0,60.0,44.166666666666664,9.469631093314263,842.8000000000001,40.0,30.0,50.0,48.75
